what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1362585907536
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1362585908168
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362585909775
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1362585911128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362585913867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362585914113
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1362585921376
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1362585921904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362585924394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362585926424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586033369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586041899
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586044855
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1362586053971
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1362586058083
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1362586060275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362586061491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586061788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586077313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586077898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586095092
activated,view,org.python.pydev,2.7.1.2012100913,"org.python.pydev.navigator.view",1362586096995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586098998
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362586106512
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362586106538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586106578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362586107335
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1362586109420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362586109729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362586109987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362586111005
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362586117135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362586118092
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362586119171
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1362586124748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362586126271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362586126671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586137090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586139563
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362586145145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362586145776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586146173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586150257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586217695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586230332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586231715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586847423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586878672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362586924699
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1362586983983
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1362586984838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362586986177
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1362586987086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362586998582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362587025791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362587025913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362587026049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362587026185
