what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1362514430285
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1362514430477
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1362514430837
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1362514431109
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1362514431700
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1362514436076
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1362514436365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362514437031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362514437781
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1362514438621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362514447629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362514448749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362514452157
activated,editor,com.android.ide.eclipse.adt,,"com.android.ide.eclipse.editors.CommonXmlEditor",1362514456442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362514458917
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362514460129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362514462044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362514462372
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362514471717
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1362514570953
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1362514571815
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1362514572527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362514573440
activated,editor,com.android.ide.eclipse.adt,,"com.android.ide.eclipse.editors.CommonXmlEditor",1362514578586
activated,editor,com.android.ide.eclipse.adt,,"com.android.ide.eclipse.editors.CommonXmlEditor",1362514579726
activated,view,org.python.pydev,2.7.1.2012100913,"org.python.pydev.navigator.view",1362514591536
opened,editor,com.android.ide.eclipse.adt,,"com.android.ide.eclipse.editors.CommonXmlEditor",1362514591958
activated,editor,com.android.ide.eclipse.adt,,"com.android.ide.eclipse.editors.CommonXmlEditor",1362514591992
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1362514598504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362514599112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362514599784
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1362514600552
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1362514600776
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1362514601144
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1362514601696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362514613308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362514618635
activated,editor,com.android.ide.eclipse.adt,,"com.android.ide.eclipse.editors.CommonXmlEditor",1362514620741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362514624254
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362514624812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362514626777
activated,editor,com.android.ide.eclipse.adt,,"com.android.ide.eclipse.editors.CommonXmlEditor",1362514628066
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1362514634176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362514635279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362514665089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362514762546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362514792287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362514793948
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362514856328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1362514878983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362514882101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362514882437
activated,view,org.python.pydev,2.7.1.2012100913,"org.python.pydev.navigator.view",1362514885347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362514888191
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1362514896052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362514896763
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1362514896829
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362514899849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362514902022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362514902343
activated,editor,com.android.ide.eclipse.adt,,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1362514906123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362514911103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362514911422
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362514948579
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1362514987353
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362514993168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362515013580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362515077590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362516178289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362516255373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362516281937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362516951037
activated,editor,com.android.ide.eclipse.adt,,"com.android.ide.eclipse.editors.CommonXmlEditor",1362516956156
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362516957545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517085707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517104662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517171106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517258442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517260600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517267151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517434850
activated,view,org.python.pydev,2.7.1.2012100913,"org.python.pydev.navigator.view",1362517523640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517523756
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362517524357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517531367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517562566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517624511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517927790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517977884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362517982708
